Month,ProductID,Product Name,Size,Gender,Quantity,PrimaryColor,Price,Sale,Profit
9/2022,10213329,Dress,XL,Girls,3,Blue,22 ,33 ,33 
9/2022,10208785,Jeans,S,Women,6, Black,34 ,51 ,102 
9/2022,10224675,Shoes,S,Women,3, Silver,55 ,83 ,83 
9/2022,10234517,Sweater,M ,Women,8, Red,91 ,137 ,364 
9/2022,10212887,Shoes,S ,Girls,3, Yellow,100 ,150 ,150 
9/2022,10223285,Shoes,XL,Women,6, White,200 ,300 ,600 
9/2022,10234535,Shoes,XXL,Women,9,Blue,150 ,225 ,675 
9/2022,10213445,Shoes,M ,Boys,4, Red,60 ,90 ,120 
9/2022,10224933,Shoes,M ,Women,7, Green,100 ,150 ,350 
9/2022,10234563,Dress,S ,Women,5,Blue,100 ,150 ,250 
9/2022,10213211,Jeans,XL,Boys,4, Navy,100 ,150 ,200 
9/2022,10213431,Dress,S ,Girls,3,Blue,100 ,150 ,150 
9/2022,10222653,Shoes,XL,Women,5, Red,50 ,75 ,125 
9/2022,10216749,Sweater,XL,Women,4, Red,20 ,30 ,40 
9/2022,10222929,Dress,S,Men,5,Blue,30 ,45 ,75 
9/2022,10222921,Jeans,M ,Men,5, Red,47 ,71 ,118 
9/2022,10234473,Shoes,S,Women,5, Red,99 ,149 ,248 
9/2022,10223315,Sweater,M ,Women,5, White,99 ,149 ,248 
9/2022,10213459,Jeans,M ,Girls,6,Blue,45 ,68 ,135 
9/2022,10216547,Dress,S ,Men,5, Brown,100 ,150 ,250 
9/2022,10212981,Jeans,XL,Boys,3,Blue,214 ,321 ,321 
9/2022,10234455,Dress,XXL,Women,5, Black,123 ,185 ,308 
9/2022,10217643,T-shirt,M ,Men,5, Black,15 ,23 ,38 
9/2022,10213045,Jeans,M ,Boys,3, Yellow,90 ,135 ,135 
9/2022,10224689,T-shirt,S ,Women,4,Blue,87 ,131 ,174 
9/2022,10222651,Jeans,XL,Women,5, Beige,22 ,33 ,55 
9/2022,10213103,Shoes,S ,Girls,3, Red,34 ,51 ,51 
9/2022,10212997,Dress,XL,Boys,3, Red,55 ,83 ,83 
9/2022,10234369,Shoes,XL,Women,5, Beige,91 ,137 ,228 
9/2022,10223101,Dress,S,Unisex,3, Green,100 ,150 ,150 
9/2022,10222811,Dress,M ,Men,7,Blue,200 ,300 ,700 
9/2022,10234761,Jeans,S,Unisex,5, Brown,150 ,225 ,375 
9/2022,10233259,Jeans,M ,Women,5, Green,60 ,90 ,150 
9/2022,10231171,Dress,XXL,Women,5, Pink,100 ,150 ,250 
9/2022,10219649,T-shirt,XL,Men,5,Blue,100 ,150 ,250 
9/2022,10233359,Jeans,S,Women,4,Blue,100 ,150 ,200 
9/2022,10217605,Jeans,S,Women,5, Black,100 ,150 ,250 
9/2022,10231057,Jeans,M ,Women,2, Red,50 ,75 ,50 
9/2022,10212829,Shoes,S ,Women,5, Maroon,20 ,30 ,50 
9/2022,10212867,Sweater,XL,Boys,3,Blue,30 ,45 ,45 
9/2022,10224555,Jeans,XXL,Women,4, Black,47 ,71 ,94 
9/2022,10222863,Dress,M ,Men,7,Blue,99 ,149 ,347 
9/2022,10213159,Dress,M ,Girls,4, Red,99 ,149 ,198 
9/2022,10213109,Dress,S ,Boys,3, Green,45 ,68 ,68 
9/2022,10223367,Jeans,XL,Men,8, Black,50 ,75 ,200 
9/2022,10211977,Jeans,S ,Girls,3, Black,26 ,39 ,39 
9/2022,10233167,Dress,XL,Men,3, Silver,33 ,50 ,50 
9/2022,10213039,Jeans,XL,Girls,3, Yellow,100 ,150 ,150 
9/2022,10232011,Shoes,S,Men,5, White,200 ,300 ,500 
9/2022,10221201,Dress,M ,Women,5, Brown,150 ,225 ,375 
9/2022,10215665,Jeans,S,Men,5, Black,60 ,90 ,150 
9/2022,1022300,Jeans,M ,Men,6,Blue,100 ,150 ,300 
9/2022,10231925,Sweater,M ,Men,4, Black,100 ,150 ,200 
9/2022,10232005,T-shirt,S ,Men,5, Grey,100 ,150 ,250 
9/2022,10213177,Sweater,XL,Boys,3, Yellow,100 ,150 ,150 
9/2022,10234551,T-shirt,XXL,Women,5, White,50 ,75 ,125 
9/2022,10234555,T-shirt,M ,Women,5, Brown,20 ,30 ,50 
9/2022,10216051,Sweater,M ,Men,5,Blue,30 ,45 ,75 
9/2022,10234453,Sweater,S ,Women,5, White,47 ,71 ,118 
9/2022,10234457,Sweater,XL,Women,5, Green,99 ,149 ,248 
9/2022,10213041,Dress,S ,Boys,4, Orange,99 ,149 ,198 
9/2022,10219665,T-shirt,XL,Men,5,Blue,45 ,68 ,113 
9/2022,10231163,Sweater,XL,Women,5, Beige,50 ,75 ,125 
9/2022,10223337,Dress,S,Men,6,Blue,26 ,39 ,78 
9/2022,10234325,Dress,M ,Women,5, Red,33 ,50 ,83 
9/2022,10212949,T-shirt,S,Boys,5, White,22 ,33 ,55 
9/2022,10213183,Sweater,M ,Boys,3, Pink,100 ,150 ,150 
9/2022,10213033,Shoes,XXL,Boys,4, Maroon,214 ,321 ,428 
9/2022,10213203,Shoes,XL,Boys,3, Orange,123 ,185 ,185 
9/2022,10213761,Shoes,S,Boys,3,Blue,15 ,23 ,23 
9/2022,10213067,Shoes,S,Boys,3,Blue,90 ,135 ,135 
9/2022,10213119,T-shirt,M ,Girls,3, Red,87 ,131 ,131 
9/2022,10224657,Jeans,S ,Women,4, Green,22 ,33 ,44 
9/2022,10213021,Dress,XL,Boys,3,Blue,34 ,51 ,51 
9/2022,10216641,Shoes,XXL,Men,5, Brown,55 ,83 ,138 
9/2022,10213959,T-shirt,M ,Boys,3, Green,91 ,137 ,137 
9/2022,1020984,Dress,M ,Women,5, Green,100 ,150 ,250 
9/2022,10213059,Jeans,S ,Boys,3,Blue,200 ,300 ,300 
9/2022,10212909,Jeans,XL,Boys,4, Grey,150 ,225 ,300 
9/2022,10211853,Jeans,S ,Women,5, Brown,60 ,90 ,150 
9/2022,10213897,Jeans,XL,Girls,3,Blue,100 ,150 ,150 
9/2022,10216855,Jeans,XL,Women,5, Red,100 ,150 ,250 
9/2022,10224723,Shoes,S,Women,4, Gold,100 ,150 ,200 
9/2022,10215877,Jeans,M ,Men,6, Grey,100 ,150 ,300 
9/2022,10222855,Jeans,S,Men,6,Blue,50 ,75 ,150 
9/2022,10213107,Jeans,M ,Boys,5, Orange,20 ,30 ,50 
9/2022,10208891,Dress,M ,Women,5,Blue,30 ,45 ,75 
9/2022,10213411,Sweater,S ,Girls,5,Blue,47 ,71 ,118 
9/2022,10224305,Jeans,XL,Men,5, Red,99 ,149 ,248 
9/2022,1022303,Sweater,XXL,Men,6, Green,99 ,149 ,297 
9/2022,10213031,Shoes,M ,Boys,4,Blue,45 ,68 ,90 
9/2022,10212901,Shoes,M ,Girls,3, White,100 ,150 ,150 
9/2022,10220371,Shoes,S ,Women,5, Silver,214 ,321 ,535 
9/2022,1022184,Sweater,XL,Women,2, Black,123 ,185 ,123 
9/2022,10231185,T-shirt,S ,Women,5, Green,15 ,23 ,38 
9/2022,10213551,Jeans,XL,Women,8,,90 ,135 ,360 
9/2022,10231041,Dress,XL,Women,2, Pink,87 ,131 ,87 
9/2022,10224585,Jeans,S,Women,5,Blue,22 ,33 ,55 
9/2022,10212963,Jeans,M ,Girls,5, Black,34 ,51 ,85 
9/2022,10214771,T-shirt,S,Unisex,4,,55 ,83 ,110 
9/2022,10231241,T-shirt,M ,Men,3, Black,91 ,137 ,137 
9/2022,10220349,Shoes,XXL,Women,5, Yellow,100 ,150 ,250 
9/2022,10234327,Dress,XL,Women,6, Brown,200 ,300 ,600 
9/2022,10213281,Sweater,S,Girls,3,Blue,150 ,225 ,225 
9/2022,10214823,Sweater,S,Unisex,4,,60 ,90 ,120 
9/2022,10222789,T-shirt,M ,Men,6,Blue,100 ,150 ,300 
9/2022,10234487,Shoes,S ,Women,7, Red,100 ,150 ,350 
9/2022,10224643,Sweater,XL,Women,6, Gold,100 ,150 ,300 
9/2022,10231811,Dress,XXL,Men,5,Blue,100 ,150 ,250 
9/2022,10219759,Sweater,M ,Men,5,Blue,50 ,75 ,125 
9/2022,10212935,Jeans,M ,Boys,3, Grey,20 ,30 ,30 
9/2022,10233187,Sweater,S ,Men,3, Silver,30 ,45 ,45 
9/2022,10213217,T-shirt,XL,Boys,3,Blue,47 ,71 ,71 
9/2022,10213247,Dress,S ,Boys,9,Blue,99 ,149 ,446 
9/2022,10219749,Shoes,XL,Men,5, Grey,99 ,149 ,248 
9/2022,10213931,Jeans,XL,Girls,3, Green,45 ,68 ,68 
9/2022,10214795,Dress,S,Unisex,4, White,100 ,150 ,200 
9/2022,10234527,Shoes,M ,Women,10, Green,214 ,321 ,1070 
9/2022,10213277,Dress,S,Girls,5, Pink,123 ,185 ,308 
9/2022,10213549,Jeans,M ,Women,3,,15 ,23 ,23 
9/2022,10224943,Jeans,M ,Women,5,Blue,90 ,135 ,225 
9/2022,10231153,Dress,S ,Women,5,Blue,87 ,131 ,218 
9/2022,10217491,Sweater,XL,Women,5,Blue,22 ,33 ,55 
9/2022,10216611,Dress,XXL,Men,5, Yellow,34 ,51 ,85 
9/2022,10233281,Sweater,M ,Women,5,Blue,55 ,83 ,138 
9/2022,10214943,Dress,M ,Men,5,Blue,91 ,137 ,228 
9/2022,10216735,T-shirt,S ,Women,5, Red,100 ,150 ,250 
9/2022,10233157,Shoes,XL,Unisex,4,Blue,200 ,300 ,400 
9/2022,10223107,Dress,S ,Unisex,3, Yellow,150 ,225 ,225 
9/2022,10212979,Sweater,XL,Boys,3, Red,60 ,90 ,90 
9/2022,10234793,Sweater,XL,Men,5, Beige,100 ,150 ,250 
9/2022,10213221,Jeans,S,Boys,6, Burgundy,100 ,150 ,300 
9/2022,10231721,Jeans,M ,Women,4,,100 ,150 ,200 
9/2022,10213427,Jeans,S,Boys,3, Grey,100 ,150 ,150 
9/2022,10234581,T-shirt,M ,Women,5, Black,50 ,75 ,125 
9/2022,10214013,Dress,XXL,Girls,3, Navy,20 ,30 ,30 
9/2022,10213257,Shoes,XL,Girls,4, Red,30 ,45 ,60 
9/2022,10224969,Shoes,S,Women,5, Brown,47 ,71 ,118 
9/2022,10220891,Shoes,S,Women,5,Blue,99 ,149 ,248 
9/2022,10213327,T-shirt,M ,Boys,7,Blue,99 ,149 ,347 
9/2022,10212845,Dress,S ,Girls,4,Blue,45 ,68 ,90 
9/2022,10224741,Dress,XL,Women,5, Black,50 ,75 ,125 
9/2022,10234329,T-shirt,XXL,Women,5, Bronze,26 ,39 ,65 
9/2022,10213767,Jeans,M ,Girls,3,Blue,33 ,50 ,50 
9/2022,10213063,Jeans,M ,Boys,3, Yellow,100 ,150 ,150 
9/2022,10214883,Shoes,S ,Unisex,4,,200 ,300 ,400 
9/2022,10213291,Shoes,XL,Girls,3,Blue,150 ,225 ,225 
9/2022,10211851,T-shirt,S ,Women,5, Black,60 ,90 ,150 
9/2022,10222923,Jeans,XL,Men,5,,100 ,150 ,250 
9/2022,10217097,Dress,XL,Men,5,Blue,100 ,150 ,250 
9/2022,10231977,Shoes,S,Women,5, Black,100 ,150 ,250 
9/2022,10233283,T-shirt,M ,Women,5, Green,100 ,150 ,250 
9/2022,10232995,Jeans,S,Women,5,Blue,50 ,75 ,125 
9/2022,10233131,Sweater,M ,Unisex,4, Red,20 ,30 ,40 
9/2022,10214283,Shoes,M ,Boys,3, Khaki,30 ,45 ,45 
9/2022,10222903,Dress,S ,Women,6,Blue,47 ,71 ,141 
9/2022,10222641,Dress,XL,Women,5, Red,99 ,149 ,248 
9/2022,10234267,T-shirt,XXL,Women,6, Beige,99 ,149 ,297 
9/2022,10226629,T-shirt,M ,Women,5, Gold,45 ,68 ,113 
9/2022,10223105,Sweater,M ,Unisex,3, Lavender,50 ,75 ,75 
9/2022,10231045,Dress,S ,Women,2, Red,26 ,39 ,26 
9/2022,10216523,T-shirt,XL,Men,5, Brown,33 ,50 ,83 
9/2022,10231147,Shoes,S ,Women,5, Mustard,22 ,33 ,55 
9/2022,10213693,T-shirt,XL,Girls,3, White,50 ,75 ,75 
9/2022,10217011,Shoes,XL,Unisex,3, Red,22 ,33 ,33 
9/2022,10219729,Shoes,S,Men,5, Red,88 ,132 ,220 
9/2022,10216841,Shoes,M ,Unisex,3, Red,34 ,51 ,51 
9/2022,10215757,T-shirt,S,Men,5,Blue,54 ,81 ,135 
9/2022,10234485,Dress,M ,Women,9, Red,20 ,30 ,90 
9/2022,10211803,Jeans,XXL,Women,5, Black,120 ,180 ,300 
9/2022,10223339,Jeans,XL,Women,6, Silver,55 ,83 ,165 
9/2022,10234401,Shoes,S,Women,5, Beige,90 ,135 ,225 
9/2022,10234843,Shoes,S,Women,5,Blue,100 ,150 ,250 
9/2022,10231031,Shoes,M ,Women,5, Beige,300 ,450 ,750 
9/2022,10213035,Jeans,S ,Boys,3, Red,45 ,68 ,68 
9/2022,1022503,Shoes,XL,Women,5, Red,50 ,75 ,125 
9/2022,10222619,Shoes,XXL,Women,5, Gold,26 ,39 ,65 
9/2022,10233391,Sweater,M ,Women,5,Blue,33 ,50 ,83 
9/2022,1020977,Shoes,M ,Women,6, Red,22 ,33 ,66 
9/2022,10224829,Jeans,S ,Women,5, Black,100 ,150 ,250 
9/2022,10213207,Sweater,XL,Boys,3,Blue,214 ,321 ,321 
9/2022,10213019,Shoes,S ,Boys,5, Yellow,123 ,185 ,308 
9/2022,10225013,Jeans,XL,Women,6, White,15 ,23 ,45 
9/2022,10234403,Dress,XL,Women,6, Beige,90 ,135 ,270 
9/2022,10213365,Jeans,S,Girls,4,Blue,87 ,131 ,174 
9/2022,10234305,Sweater,M ,Women,5, Beige,22 ,33 ,55 
9/2022,10214003,Shoes,S,Boys,3,Blue,34 ,51 ,51 
9/2022,10217111,Jeans,M ,Men,5, Grey,55 ,83 ,138 
9/2022,10225753,T-shirt,M ,Women,2,,91 ,137 ,91 
9/2022,10222655,Jeans,S ,Women,5, White,100 ,150 ,250 
9/2022,10223319,T-shirt,XL,Men,5, Black,200 ,300 ,500 
9/2022,10213783,Dress,XXL,Boys,3, Green,150 ,225 ,225 
9/2022,10232001,Jeans,M ,Men,5,Blue,60 ,90 ,150 
9/2022,10224949,Shoes,M ,Women,5,Blue,100 ,150 ,250 
9/2022,10213323,Jeans,S ,Girls,4, Pink,100 ,150 ,200 
9/2022,10213381,Jeans,XL,Girls,6, Black,100 ,150 ,300 
9/2022,10213353,T-shirt,S ,Girls,3,Blue,100 ,150 ,150 
9/2022,10229193,T-shirt,XL,Men,5,Blue,50 ,75 ,125 
9/2022,10233999,Shoes,XL,Men,5,Blue,20 ,30 ,50 
9/2022,10213069,T-shirt,S,Boys,3,Blue,30 ,45 ,45 
9/2022,10226457,Jeans,M ,Women,5, Brown,47 ,71 ,118 
9/2022,10213437,Jeans,S,Girls,4,Blue,99 ,149 ,198 
9/2022,10211863,Jeans,M ,Unisex,4,,99 ,149 ,198 
9/2022,10217969,T-shirt,XXL,Women,5, Black,45 ,68 ,113 
9/2022,10224985,T-shirt,XL,Women,6, Yellow,100 ,150 ,300 
9/2022,10225783,T-shirt,S,Women,1,,214 ,321 ,107 
9/2022,10234725,Shoes,S,Unisex,5,,123 ,185 ,308 
9/2022,10214773,T-shirt,M ,Unisex,4, Green,15 ,23 ,30 
9/2022,10220617,Jeans,S ,Women,7, Burgundy,90 ,135 ,315 
9/2022,10224981,Dress,XL,Women,5, White,87 ,131 ,218 
9/2022,10212855,Sweater,XXL,Boys,3,Blue,22 ,33 ,33 
9/2022,10233349,T-shirt,M ,Women,4,Blue,34 ,51 ,68 
9/2022,10212953,Sweater,M ,Boys,4, White,55 ,83 ,110 
9/2022,10213225,Dress,S ,Girls,3, Yellow,91 ,137 ,137 
9/2022,10231981,Sweater,XL,Women,5, Maroon,100 ,150 ,250 
9/2022,10217591,Shoes,S ,Women,5, Red,200 ,300 ,500 
9/2022,10234419,Shoes,XL,Women,6, Pink,150 ,225 ,450 
9/2022,10213939,Shoes,XL,Girls,3, Navy,60 ,90 ,90 
9/2022,10214365,Shoes,S,Girls,3, White,100 ,150 ,150 
9/2022,10222897,Shoes,M ,Women,6, Pink,100 ,150 ,300 
9/2022,10226425,T-shirt,S,Women,5, Gold,100 ,150 ,250 
9/2022,10224743,Jeans,M ,Women,5, Black,100 ,150 ,250 
9/2022,10234075,Shoes,M ,Women,5, Red,50 ,75 ,125 
9/2022,10216005,Shoes,S ,Men,5, Grey,20 ,30 ,50 
9/2022,10212985,T-shirt,XL,Boys,3, Navy,30 ,45 ,45 
9/2022,10217997,Shoes,XXL,Women,5, Red,47 ,71 ,118 
9/2022,10225011,Jeans,M ,Women,7,Blue,99 ,149 ,347 
9/2022,10226395,T-shirt,M ,Women,5, Pink,99 ,149 ,248 
9/2022,10212933,Dress,S ,Boys,3,Blue,45 ,68 ,68 
9/2022,10220791,Jeans,XL,Men,5,Blue,100 ,150 ,250 
9/2022,10233139,Shoes,S ,Unisex,4, Yellow,214 ,321 ,428 
9/2022,10233459,Dress,XL,Women,5,,123 ,185 ,308 
9/2022,10234491,Dress,XL,Women,8, Beige,15 ,23 ,60 
9/2022,10208799,Shoes,S,Women,6, Black,90 ,135 ,270 
9/2022,10234511,T-shirt,M ,Women,5,Blue,87 ,131 ,218 
9/2022,10217045,Sweater,S,Women,5,Blue,22 ,33 ,55 
9/2022,10231047,Jeans,M ,Women,2, Purple,34 ,51 ,34 
9/2022,10234565,Dress,XXL,Women,5, Yellow,55 ,83 ,138 
9/2022,10208787,Dress,XL,Women,6,Blue,91 ,137 ,273 
9/2022,10212907,T-shirt,S,Girls,7, Pink,100 ,150 ,350 
9/2022,10223359,T-shirt,S,Men,6,,200 ,300 ,600 
9/2022,10212883,Jeans,M ,Girls,6, Navy,150 ,225 ,450 
9/2022,10213163,Dress,S ,Boys,5, Yellow,60 ,90 ,150 
9/2022,10214789,Dress,XL,Unisex,4,,100 ,150 ,200 
9/2022,10213419,Sweater,XXL,Girls,3, White,100 ,150 ,150 
9/2022,10213359,Shoes,M ,Girls,4, Red,100 ,150 ,200 
9/2022,10213197,Sweater,M ,Girls,7, Red,100 ,150 ,350 
9/2022,10221407,T-shirt,S ,Women,5, Pink,50 ,75 ,125 
9/2022,10226437,Sweater,XL,Women,5,,20 ,30 ,50 
9/2022,10233869,Dress,S ,Men,7, Black,30 ,45 ,105 
9/2022,10222783,Jeans,XL,Men,5, Grey,47 ,71 ,118 
9/2022,10234349,Dress,XL,Women,5, Black,99 ,149 ,248 
9/2022,10222819,T-shirt,S,Men,7, Black,99 ,149 ,347 
9/2022,10213233,Sweater,M ,Boys,4, Red,45 ,68 ,90 
9/2022,10213017,Dress,S,Boys,3, Red,50 ,75 ,75 
9/2022,1022192,Jeans,M ,Men,2, Black,26 ,39 ,26 
9/2022,10212903,T-shirt,M ,Boys,4,Blue,33 ,50 ,66 
9/2022,10232575,Sweater,S ,Unisex,3,Blue,100 ,150 ,150 
9/2022,10213145,Dress,XL,Girls,3, Black,200 ,300 ,300 
9/2022,10233173,T-shirt,XXL,Men,3, Silver,150 ,225 ,225 
9/2022,10231009,Dress,M ,Women,5,Blue,60 ,90 ,150 
9/2022,10216459,Sweater,M ,Men,5, Black,100 ,150 ,250 
9/2022,10215661,Shoes,S ,Men,5, Brown,100 ,150 ,250 
9/2022,10222645,Sweater,XL,Women,5, Black,100 ,150 ,250 
9/2022,10213525,Jeans,S ,Women,3,,100 ,150 ,150 
9/2022,10211023,T-shirt,XL,Unisex,3,Blue,50 ,75 ,75 
9/2022,10212837,Jeans,XL,Women,5,Blue,20 ,30 ,50 
9/2022,10213243,Dress,S,Girls,3, Red,30 ,45 ,45 
9/2022,10213027,Dress,M ,Girls,3, Pink,47 ,71 ,71 
9/2022,10213091,Shoes,S,Girls,3, Red,99 ,149 ,149 
9/2022,10214157,Sweater,M ,Men,5, Black,99 ,149 ,248 
9/2022,10217089,Dress,XXL,Men,5,Blue,45 ,68 ,113 
9/2022,10217181,Sweater,XL,Men,5,Blue,50 ,75 ,125 
9/2022,10215727,Sweater,S,Men,5, Grey,26 ,39 ,65 
9/2022,10213447,Dress,S,Girls,3, Pink,33 ,50 ,50 
9/2022,10214853,Shoes,M ,Unisex,4, Green,22 ,33 ,44 
9/2022,10217567,T-shirt,S ,Women,5, Brown,100 ,150 ,250 
9/2022,10233133,Dress,XL,Unisex,4,Blue,214 ,321 ,428 
9/2022,10223311,Dress,XXL,Women,5, White,123 ,185 ,308 
9/2022,10234377,Shoes,M ,Women,5, Black,15 ,23 ,38 
9/2022,10234505,Jeans,M ,Women,9, Green,90 ,135 ,405 
9/2022,10213151,Shoes,S ,Boys,5, Yellow,87 ,131 ,218 
9/2022,10232591,Jeans,XL,Unisex,3,Blue,22 ,33 ,33 
9/2022,10213393,Dress,S ,Girls,3,Blue,34 ,51 ,51 
9/2022,10234299,Dress,XL,Women,5, Gold,55 ,83 ,138 
9/2022,10234301,Shoes,XL,Women,6, Pink,91 ,137 ,273 
9/2022,10213497,T-shirt,S,Women,5,Blue,100 ,150 ,250 
9/2022,10216023,Sweater,M ,Men,5,Blue,200 ,300 ,500 
9/2022,10216741,Sweater,S,Women,5, Red,150 ,225 ,375 
9/2022,10222893,Dress,M ,Women,6, Red,60 ,90 ,180 
9/2022,10224923,T-shirt,M ,Women,4, Black,100 ,150 ,200 
9/2022,10213529,Sweater,S ,Women,3,,100 ,150 ,150 
9/2022,10220787,Sweater,XL,Men,5,Blue,100 ,150 ,250 
9/2022,10213367,T-shirt,XXL,Boys,5,Blue,100 ,150 ,250 
9/2022,10231665,T-shirt,M ,Women,5, Grey,50 ,75 ,125 
9/2022,10213439,Jeans,M ,Girls,6, Red,20 ,30 ,60 
9/2022,10224707,T-shirt,S ,Women,4, Silver,30 ,45 ,60 
9/2022,10214041,Shoes,XL,Men,5, Black,47 ,71 ,118 
9/2022,10232625,Shoes,S ,Unisex,3,Blue,99 ,149 ,149 
9/2022,10232003,Shoes,XL,Men,5,,99 ,149 ,248 
9/2022,10222803,Dress,XL,Men,5,Blue,45 ,68 ,113 
9/2022,10231151,Shoes,S,Women,5, Red,100 ,150 ,250 
9/2022,10234553,Shoes,M ,Women,6,Blue,214 ,321 ,642 
9/2022,10224671,Dress,S,Women,4, Gold,123 ,185 ,246 
9/2022,10212987,Jeans,M ,Boys,3, Yellow,15 ,23 ,23 
9/2022,10231053,Dress,XXL,Women,2, Pink,90 ,135 ,90 
9/2022,10224877,Jeans,XL,Women,5, Green,87 ,131 ,218 
9/2022,10213189,Dress,S,Boys,6,Blue,22 ,33 ,66 
9/2022,10232793,T-shirt,S,Men,5,Blue,34 ,51 ,85 
9/2022,10213369,Jeans,M ,Girls,4, White,55 ,83 ,110 
9/2022,10233169,Jeans,S ,Men,3, Silver,91 ,137 ,137 
9/2022,10214847,Dress,XL,Unisex,4,,100 ,150 ,200 
9/2022,10214791,Jeans,XXL,Unisex,4,,200 ,300 ,400 
9/2022,10213913,T-shirt,M ,Girls,3,Blue,150 ,225 ,225 
9/2022,10223099,Shoes,M ,Unisex,3, Rose,60 ,90 ,90 
9/2022,10217063,Shoes,S ,Men,5, Grey,100 ,150 ,250 
9/2022,10224959,Sweater,XL,Women,5, Red,100 ,150 ,250 
9/2022,10219637,Sweater,S ,Men,5,Blue,100 ,150 ,250 
9/2022,10214867,Dress,XL,Unisex,4, Green,100 ,150 ,200 
9/2022,10234521,T-shirt,XL,Women,7,Blue,50 ,75 ,175 
9/2022,10208783,Jeans,S,Women,7, Black,20 ,30 ,70 
9/2022,10212847,Sweater,M ,Boys,3, White,30 ,45 ,45 
9/2022,10226609,Shoes,S,Women,5,Blue,47 ,71 ,118 
9/2022,10216685,Sweater,M ,Women,5,Blue,99 ,149 ,248 
9/2022,10214855,T-shirt,M ,Unisex,4,,99 ,149 ,198 
9/2022,10208801,T-shirt,S ,Women,7, Red,45 ,68 ,158 
9/2022,10233155,Shoes,XL,Unisex,4, Red,100 ,150 ,200 
9/2022,10234409,Jeans,XXL,Women,6,,214 ,321 ,642 
9/2022,10213409,Shoes,M ,Girls,3,Blue,123 ,185 ,185 
9/2022,10213121,Dress,M ,Boys,3, Red,15 ,23 ,23 
9/2022,10217313,Shoes,S ,Women,5, Red,90 ,135 ,225 
9/2022,10219717,T-shirt,XL,Men,5, Black,87 ,131 ,218 
9/2022,10213057,Shoes,S ,Boys,3, White,22 ,33 ,33 
9/2022,10213137,Shoes,XL,Boys,4,Blue,34 ,51 ,68 
9/2022,10214815,Sweater,XL,Unisex,4, White,55 ,83 ,110 
9/2022,10213157,Dress,S,Boys,4,Blue,91 ,137 ,182 
9/2022,10213287,Dress,M ,Boys,6, Black,100 ,150 ,300 
9/2022,10213099,Sweater,S,Boys,6, Green,200 ,300 ,600 
9/2022,10213005,Dress,M ,Boys,5,Blue,150 ,225 ,375 
9/2022,10213475,T-shirt,XXL,Women,5, Yellow,60 ,90 ,150 
9/2022,10214813,Jeans,XL,Unisex,4, Green,100 ,150 ,200 
9/2022,10213895,Sweater,S,Girls,3, Red,100 ,150 ,150 
9/2022,10212913,Shoes,S,Boys,5,Blue,100 ,150 ,250 
9/2022,10212865,Jeans,M ,Boys,4, Yellow,100 ,150 ,200 
9/2022,10216747,T-shirt,S ,Women,5, Red,50 ,75 ,125 
9/2022,10214797,T-shirt,XL,Unisex,4, White,20 ,30 ,40 
9/2022,10234447,T-shirt,XXL,Women,5, Brown,30 ,45 ,75 
9/2022,10222859,Dress,M ,Men,6,Blue,47 ,71 ,141 
9/2022,10232063,Shoes,M ,Girls,3, White,99 ,149 ,149 
9/2022,10234433,Shoes,S ,Women,6, Beige,99 ,149 ,297 
9/2022,10234365,Sweater,XL,Women,5, Black,45 ,68 ,113 
9/2022,10233361,Dress,S ,Women,5, White,50 ,75 ,125 
9/2022,10214837,Dress,XL,Unisex,4,,26 ,39 ,52 
9/2022,10213077,T-shirt,XL,Boys,4,Blue,33 ,50 ,66 
9/2022,10213261,Jeans,S,Girls,3,Blue,100 ,150 ,150 
9/2022,10217495,Sweater,M ,Women,5, Black,200 ,300 ,500 
9/2022,10213085,T-shirt,S,Boys,3, Red,150 ,225 ,225 
9/2022,10232061,T-shirt,M ,Girls,3,Blue,60 ,90 ,90 
9/2022,10232253,T-shirt,M ,Boys,3, Green,100 ,150 ,150 
9/2022,10217061,T-shirt,S ,Men,5,Blue,100 ,150 ,250 
9/2022,10222875,Jeans,XL,Men,7,Blue,100 ,150 ,350 
9/2022,10234803,Jeans,XXL,Men,5, Brown,100 ,150 ,250 
9/2022,10232397,Sweater,M ,Women,5, Yellow,50 ,75 ,125 
9/2022,10216721,Sweater,M ,Men,7, Red,20 ,30 ,70 
9/2022,10212929,T-shirt,S ,Girls,3, Burgundy,30 ,45 ,45 
9/2022,10213441,Dress,XL,Girls,4, Burgundy,47 ,71 ,94 
9/2022,10225003,Jeans,S ,Women,6, Green,99 ,149 ,297 
9/2022,1021229,Shoes,XL,Women,5, Black,99 ,149 ,248 
9/2022,10213153,T-shirt,XL,Boys,6, Red,45 ,68 ,135 
9/2022,10213011,T-shirt,S,Boys,3,Blue,50 ,75 ,75 
9/2022,10234437,Dress,M ,Women,6, Pink,26 ,39 ,78 
9/2022,10222917,Sweater,S,Women,6, Pink,33 ,50 ,99 
9/2022,10234259,Dress,M ,Women,5, Black,22 ,33 ,55 
9/2022,10214805,T-shirt,XXL,Unisex,4, Orange,50 ,75 ,100 
9/2022,10208823,Jeans,XL,Women,6, Red,22 ,33 ,66 
9/2022,10231049,Dress,S,Women,2, Pink,88 ,132 ,88 
9/2022,10216897,T-shirt,S,Women,5, Red,34 ,51 ,85 
9/2022,10216055,T-shirt,M ,Men,5,Blue,54 ,81 ,135 
